row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
1996,299740934988263429,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,Please... break the ice...,SOUL_EAST_NAME_KEY: Please... break the ice...
1997,299740934988263430,Narrator / scene text,,narration,inferred,third-/second-person scene description,An anguished voice cries from deep within the ice...,An anguished voice cries from deep within the ice...
1998,299740934988263431,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,Help me... frozen... so many years... free me...,SOUL_EAST_NAME_KEY: Help me... frozen... so many years... free me...
1999,299740934988263432,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,I was... I am... the [C0]Boatswain[/C0]... the expedition... the Terror...,SOUL_EAST_NAME_KEY: I was... I am... the [C0]Boatswain[/C0]... the expedition... the Terror...
2000,299740934988263433,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The figure contorts through painful shapes.,The figure contorts through painful shapes.
2001,299740934988263434,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,We saw... lights... dancing in ice... dug deep... didn't know... I heard it...,SOUL_EAST_NAME_KEY: We saw... lights... dancing in ice... dug deep... didn't know... I heard it...
2002,299740934988263435,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,The heart... beating... under ice... the cracking... waking... the noises... in the east...,SOUL_EAST_NAME_KEY: The heart... beating... under ice... the cracking... waking... the noises... in the east...
2003,299740934988263436,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,I went... the Captain... brought him here... to find it... the hand... in the night... shadow of claws...,SOUL_EAST_NAME_KEY: I went... the Captain... brought him here... to find it... the hand... in the night... shadow of claws...
2004,299740934988263437,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The darkness shrinks.,The darkness shrinks.
2005,299740934988263438,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,I turned away... just a moment... the pain... the claws... my back... so cold... so dark... under ice...,SOUL_EAST_NAME_KEY: I turned away... just a moment... the pain... the claws... my back... so cold... so dark... under ice...
2006,299740934988263439,Soul (East),SOUL_EAST_NAME_KEY,character speech,explicit,explicit speaker label,Silence it... you must... shatter...,SOUL_EAST_NAME_KEY: Silence it... you must... shatter...
2007,299740934988263440,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Splinters of ice are all that remain.,Splinters of ice are all that remain.
2008,299740934988263441,Narrator / scene text,,narration,inferred,third-/second-person scene description,A line describing the dock upon your first arrival.,A line describing the dock upon your first arrival.
2009,299740934988263442,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The site of a final escape, and a greater eye closed shut.","The site of a final escape, and a greater eye closed shut."
2010,299740934988263443,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A spire of glassy ice stands in the shadow of the cliffs. Across the water, a monstrous visage peers from an icy tomb.","A spire of glassy ice stands in the shadow of the cliffs. Across the water, a monstrous visage peers from an icy tomb."
2011,299740934988263444,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place an ear to the ice.\],\[Place an ear to the ice.\]
2012,299740934988263445,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Who are you?,Who are you?
2013,299740934988263446,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened?,What happened?
2014,299740934988263447,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What is that thing in the ice?,What is that thing in the ice?
2015,299740934988263448,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Break the ice.\],\[Break the ice.\]
2016,299740934988263449,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
2017,299740934988263450,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,[C0]Find the axe[/C0]... undo this... the betrayer...,SOUL_SOUTH_NAME_KEY: [C0]Find the axe[/C0]... undo this... the betrayer...
2018,299740934988263451,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,A sound of anger lashes from within.,A sound of anger lashes from within.
2019,299740934988263452,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,Murderer... betray your men... left us here... your sleepless god...,SOUL_SOUTH_NAME_KEY: Murderer... betray your men... left us here... your sleepless god...
2020,299740934988263453,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The voice abates.,The voice abates.
2021,299740934988263454,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,Wait... your shadow... it speaks... another shape... please... save us all...,SOUL_SOUTH_NAME_KEY: Wait... your shadow... it speaks... another shape... please... save us all...
2022,299740934988263455,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,[C0]First Officer[/C0]... safety of the crew... failed them... should have... cursed place...,SOUL_SOUTH_NAME_KEY: [C0]First Officer[/C0]... safety of the crew... failed them... should have... cursed place...
2023,299740934988263456,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,The men... saw lights... southern cliffs... at night... Captain and I... would look into... we rowed alone...,SOUL_SOUTH_NAME_KEY: The men... saw lights... southern cliffs... at night... Captain and I... would look into... we rowed alone...
2024,299740934988263457,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,He was... restless... sleepless... we passed... walls of ice... finally arrived... the great horn... into view...,SOUL_SOUTH_NAME_KEY: He was... restless... sleepless... we passed... walls of ice... finally arrived... the great horn... into view...
2025,299740934988263458,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The words drift in, some carried away on the wind.","The words drift in, some carried away on the wind."
2026,299740934988263459,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,Pulled ashore... quickly... the size of it... the light... somehow... he knew... eyes were wild... he was... whispering... answering...,SOUL_SOUTH_NAME_KEY: Pulled ashore... quickly... the size of it... the light... somehow... he knew... eyes were wild... he was... whispering... answering...
2027,299740934988263460,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,He said... it chose him... alone... avert my eyes... could not help... look upon... we fought... cold hands... an iron grip... breathless...,SOUL_SOUTH_NAME_KEY: He said... it chose him... alone... avert my eyes... could not help... look upon... we fought... cold hands... an iron grip... breathless...
2028,299740934988263461,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The shape in the ice shrinks into itself.,The shape in the ice shrinks into itself.
2029,299740934988263462,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,I know not... the eyes open... watching... shadow of shadow... through the ice... yet more... closed still...,SOUL_SOUTH_NAME_KEY: I know not... the eyes open... watching... shadow of shadow... through the ice... yet more... closed still...
2030,299740934988263463,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,It cannot... arise... break the ice... cull the heart...,SOUL_SOUTH_NAME_KEY: It cannot... arise... break the ice... cull the heart...
2031,299740934988263464,Soul (South),SOUL_SOUTH_NAME_KEY,character speech,explicit,explicit speaker label,Must not... fully awaken... the eyes... close them... strike the heart...,SOUL_SOUTH_NAME_KEY: Must not... fully awaken... the eyes... close them... strike the heart...
2032,299740934988263465,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Another makeshift camp constructed in the shadow of a frozen, clawed hand. Someone was seeking these out.","Another makeshift camp constructed in the shadow of a frozen, clawed hand. Someone was seeking these out."
2033,299740934988263466,Narrator / scene text,,narration,inferred,third-/second-person scene description,A pile of icy splinters marks the place where the spire fell.,A pile of icy splinters marks the place where the spire fell.
2034,299740934988263467,Narrator / scene text,,narration,inferred,third-/second-person scene description,An unnatural spire of ice stands above scraps of snowed-over equipment. A dark shape twists within.,An unnatural spire of ice stands above scraps of snowed-over equipment. A dark shape twists within.
2035,299740934988263468,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place an ear to the ice.\],\[Place an ear to the ice.\]
2036,299740934988263469,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Who are you?,Who are you?
2037,299740934988263470,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened?,What happened?
2038,299740934988263471,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Break the ice.\],\[Break the ice.\]
2039,299740934988263472,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
2040,299740934988263473,Soul (West),SOUL_WEST_NAME_KEY,character speech,explicit,explicit speaker label,Break it... somehow... free me...,SOUL_WEST_NAME_KEY: Break it... somehow... free me...
2041,299740934988263474,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"A voice calls out, distant and distorted.","A voice calls out, distant and distorted."
2042,299740934988263475,Soul (West),SOUL_WEST_NAME_KEY,character speech,explicit,explicit speaker label,Trapped... forever... this prison... get me out...,SOUL_WEST_NAME_KEY: Trapped... forever... this prison... get me out...
2043,299740934988263476,Soul (West),SOUL_WEST_NAME_KEY,character speech,explicit,explicit speaker label,The [C0]Navigator[/C0]... find safe passage... chart the ice... it came from... beyond...,SOUL_WEST_NAME_KEY: The [C0]Navigator[/C0]... find safe passage... chart the ice... it came from... beyond...
